Current Assigned Rank,Preference,Start Date,Duration,Grade,Region,Sub-Region,Area(Sector),Dual Training Programme,Places Available,Description,Programme Name,Programme Number,Tags
X,Northern Ireland - Northern Ireland Scheme - DFT - Sep - 21,01/09/2021 00:00,12,DFT,Northern Ireland,-,Northern Ireland Scheme,,0,"Stuart Fitzgerald,BUPA Dental Care, 292 Shore Road, Newtownabbey, BT37 9RW",,,"NIMDTA,Northern Ireland"
X,Northern Ireland - Northern Ireland Scheme - DFT - Sep - 22,01/09/2021 00:00,12,DFT,Northern Ireland,-,Northern Ireland Scheme,,0,"Mark Morris,The Glens Dental Practice, 2 Gortaclee Road, Cushendall, BT44 0TE",,,"NIMDTA,Northern Ireland"
X,Northern Ireland - Northern Ireland Scheme - DFT - Sep - 23,01/09/2021 00:00,12,DFT,Northern Ireland,-,Northern Ireland Scheme,,0,"Raymond Haugh & Andrew Haugh,Haugh Dental Care, 3-5 Newcastle Street, Kilkeel, BT34 4AF",,,"NIMDTA,Northern Ireland"
X,Northern Ireland - Northern Ireland Scheme - DFT - Sep - 24,01/09/2021 00:00,12,DFT,Northern Ireland,-,Northern Ireland Scheme,,0,"DJ Maguire and Associates, 83A Bridge St, Portadown, BT63 5AA",,,"NIMDTA,Northern Ireland"
X,Northern Ireland - Northern Ireland Scheme - DFT - Sep - 4,01/09/2021 00:00,12,DFT,Northern Ireland,-,Northern Ireland Scheme,,0,"Stephen Rainey,New Row Dental, 39 New Row, Coleraine, BT52 1AE",,,"NIMDTA,Northern Ireland"
X,Northern Ireland - Northern Ireland Scheme - DFT - Sep - 5,01/09/2021 00:00,12,DFT,Northern Ireland,-,Northern Ireland Scheme,,0,"Gavin Maguire & Jennie McClean,Dromore Dental, 25 Church Street, Dromore, BT25 1AA",,,"NIMDTA,Northern Ireland"
X,Northern Ireland - Northern Ireland Scheme - DFT - Sep - 6,01/09/2021 00:00,12,DFT,Northern Ireland,-,Northern Ireland Scheme,,0,"Robert Millar,Dental Health Matters, Londonderry, BT476AG",,,"NIMDTA,Northern Ireland"
X,Northern Ireland - Northern Ireland Scheme - DFT - Sep - 7,01/09/2021 00:00,12,DFT,Northern Ireland,-,Northern Ireland Scheme,,0,"Joe Murphy & Bibiana Blay-Montagut,BUPA Dental Care, Elliott House, 5-7 Belmore Street, Enniskillen, BT74 6AA",,,"NIMDTA,Northern Ireland"
X,Northern Ireland - Northern Ireland Scheme - DFT - Sep - 8,01/09/2021 00:00,12,DFT,Northern Ireland,-,Northern Ireland Scheme,,0,"Birinder Singh & Claire Kelly,Catherine Street Dental Care, 38 Catherine Street, Limavady, BT49 9DB",,,"NIMDTA,Northern Ireland"
X,Northern Ireland - Northern Ireland Scheme - DFT - Sep - 9,01/09/2021 00:00,12,DFT,Northern Ireland,-,Northern Ireland Scheme,,0,"Cara McAuley,Turk Dental Care, 114 Castlereagh Road, Belfast, BT5 5FR",,,"NIMDTA,Northern Ireland"
