Current Assigned Rank,Preference,Start Date,Duration,Grade,Region,Sub-Region,Area(Sector),Dual Training Programme,Places Available,Description,Programme Name,Programme Number,Tags
X,London - South London - DFT - Sep - 49,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Ramani Dental Practice, 167 Selsdon Park Road, Croydon, CR2 8JJ",,,South London
X,London - South London - DFT - Sep - 50,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Sunningvale Dental Practice, 171, Sunningvale Avenue, Chilsehurst, TN16 3TL",,,South London
X,London - South London - DFT - Sep - 51,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"MK Vascant and associates, 1210 London Rd, Norbury SW16 4DN",,,South London
X,London - South London - DFT - Sep - 52,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Rosehill Dental Surgery, 34 Wrythe Lane, Sutton, SM51AG",,,South London
X,London - South London - DFT - Sep - 53,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Ferndale House Dental Practice, 250 Bromley Road, BR2 0BW",,,South London
X,London - South London - DFT - Sep - 54,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"2 Green Dental, 2 Green Walk, Dartford, DA1 4JL",,,South London
X,London - South London - DFT - Sep - 55,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Ark-G Dental Centre, 12 High Street, Crayford, DA1 4HG",,,South London
X,London - South London - DFT - Sep - 56,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Deptford Dental Practice, 343 Evelyn Street, Deptford, London, SE8 5QW",,,South London
X,London - South London - DFT - Sep - 57,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"158 Perry Vale, London, SE23 2LR",,,South London
X,London - South London - DFT - Sep - 58,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Camberwell Dental Care, 6 Camberwell Church Street, Camberwell, SE5 8QU",,,South London
X,London - South London - DFT - Sep - 59,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Hook Lane Dental Care, 15 Hook Lane, Welling, DA16 2DH",,,South London
X,London - South London - DFT - Sep - 60,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Charlton Village Dental Practice, 20 The Village, Charlton, SE7 8UD",,,South London
X,London - South London - DFT - Sep - 61,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Karia Dental, 23 Calderwood Street, SE18 6QW",,,South London
X,London - South London - DFT - Sep - 62,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Plumstead Dental Surgery, 8-14 Herbert Road, Plumstead, SE18 3SH",,,South London
X,London - South London - DFT - Sep - 63,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Family Dental Care & Sedation, 59A Dartmouth Road, SE23 3HN",,,South London
X,London - South London - DFT - Sep - 64,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Belmont Park Dental Car, 4 Belmont Park, Lewisham, SE13 5BJ",,,South London
X,London - South London - DFT - Sep - 65,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Kent House Dental, 180 Beckenham Rd, BR34RJ",,,South London
X,London - South London - DFT - Sep - 66,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Family Dental Practice, 61 Lampton Road, Hounslow, TW3 4DH",,,South London
X,London - South London - DFT - Sep - 67,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Dhiman Dental Surgery, 169 Percy Road Whitton, TW2 6JS",,,South London
X,London - South London - DFT - Sep - 68,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Hamilton Dental Care, 8 Hamilton Parade, Groveley Road, Feltham, TW13 4PJ",,,South London
X,London - South London - DFT - Sep - 69,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,Quality Dental Fulham 337 North End Road Fulham London SW6 1NN,,,South London
X,London - South London - DFT - Sep - 70,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Inspire Dental Southall , 56-58 South Road, Southall , UB11RQ",,,South London
X,London - South London - DFT - Sep - 71,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Orchard House Dental Practice, 61 South Eden Park Road, BR3 3BQ",,,South London
X,London - South London - DFT - Sep - 72,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Castelnau Dentists, 200 Castelnau, Barnes, SW13 9DW",,,South London
X,London - South London - DFT - Sep - 73,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"130 Dental Centre, 130 Coldharbour Lane, Hayes, UB3 3HB",,,South London
X,London - South London - DFT - Sep - 74,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"The Dental Hygiene Centre, 593 London Road, North Cheam, SM3 9AG",,,South London
X,London - South London - DFT - Sep - 75,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Green Dental Care, 2-4 York Road, Battersea, SW11 3QA",,,South London
X,London - South London - DFT - Sep - 76,01/09/2021 00:00,12,DFT,Health Education England London,Health Education England South London,-,,0,"Streatham Dental Centre, 393 Streatham High Road, SW16 3PE",,,South London
