Current Assigned Rank,Preference,Start Date,Duration,Grade,Region,Sub-Region,Area(Sector),Dual Training Programme,Places Available,Description,Programme Name,Programme Number,Tags
X,North East - Newcastle - DFT - Sep - 6,01/09/2021 00:00,12,DFT,Health Education England North East,-,Newcastle,,0,"InDental, Felling, Gateshead, NE3 4NQ",,,Gateshead
X,North East - Newcastle - DFT - Sep - 8,01/09/2021 00:00,12,DFT,Health Education England North East,-,Newcastle,,0,"137 The Dental Practice, 137 Kenton Road, Gosforth,Newcastle, NE3 4 NQ",,,Newcastle
X,North East - Newcastle - DFT - Sep - 9,01/09/2021 00:00,12,DFT,Health Education England North East,-,Newcastle,,0,"Lucy Maine, Angel Dental Care, 6 Frenton Close, Chapel House, Newcastle, NE5 1EH",,,Newcastle
X,North East - North Cumbria - DFT - Sep - 28,01/09/2021 00:00,12,DFT,Health Education England North East,-,North Cumbria,,0,"The Dental Surgery, Wigton, Cumbria CA7 0AP",,,Cumbria
X,North East - North Cumbria - DFT - Sep - 34,01/09/2021 00:00,12,DFT,Health Education England North East,-,North Cumbria,,0,"Eden Dental Practice, Carlisle, Cumbria CA1 1EA",,,Cumbria
X,North East - Northumbria - DFT - Sep - 13,01/09/2021 00:00,12,DFT,Health Education England North East,-,Northumbria,,0,"Bridge Street Dental Practice, Morpeth, Northumberland NE61 1NB",,,Morpeth
X,North East - Northumbria - DFT - Sep - 14,01/09/2021 00:00,12,DFT,Health Education England North East,-,Northumbria,,0,"Rivenhall Dental Practice, Cramlington, Northumberland NE23 6RA",,,Northumberland
X,North East - Northumbria - DFT - Sep - 15,01/09/2021 00:00,12,DFT,Health Education England North East,-,Northumbria,,0,"Horizon Dental Clinic, Blyth, Northumberland NE24 2DS",,,Northumberland
X,North East - Northumbria - DFT - Sep - 27,01/09/2021 00:00,12,DFT,Health Education England North East,-,Northumbria,,0,"Abbey Dental Practice,Hexham, NE46 3LZ",,,Northumberland
X,North East - Northumbria - DFT - Sep - 36,01/09/2021 00:00,24,DFT,Health Education England North East,-,Northumbria,,0,"Longitudinal scheme - Butterworth Dental Practice, Alnwick, Northumberland NE66 1PR",,,"GPT,Longitudinal,Northumberland"
