Current Assigned Rank,Preference,Start Date,Duration,Grade,Region,Sub-Region,Area(Sector),Dual Training Programme,Places Available,Description,Programme Name,Programme Number,Tags
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 14,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"High Green Dental Practice, 3a Wortley Road, High Green, Sheffield, S35 4LQ",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 15,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"High Street Dental Care, 99 High Street , Mosborough, Sheffield, S20 5AF",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 16,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Hurlfield Dental Practice , 49 Hurlfield Road Sheffield , S12 2SD",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 17,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"IMPRESSIONS DENTAL CARE, GRANGE VILLA , 20 THORNE RD, DONCASTER, DN1 2HS",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 19,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Kimberworth Park Dental Practice, 248 Kimberworth Park Road, Rotherham, S61 3JN",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 2,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Bramley Dental Practice, 93-95 Main Street, Bramley, Rotherham, S66 2SE",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 20,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Laughton Road Dental Care, 62 Laughton Road, Dinnington, Sheffield, S25 2PS",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 21,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"LWT Dental Care, 719, Ecclesall Road, Ecclesall, Sheffield, S11 8TG",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 22,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Montgomery Dental Care, 83 Infirmary Road, Sheffield, Sheffield, S6 3BZ",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 23,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"My Dentist Effingham Square, 3 Effingham Square, Town Centre, Rotherham, S65 1AP",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 24,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Prime Dental Care, 234a, Rotherham Road, Maltby, Rotherham, S66 8ND",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 25,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Richmond Dental Care, 427-429 Richmond Road, Handsworth, Sheffield, S13 8LU",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 26,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Royd House, 5 Highfields, , Doncaster Road, Rotherham, S65 1DY",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 27,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Sandygate Dental Practice, 17A Sandygate Road, Sheffield, S10 5NG",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 28,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Skellow Dental Practice, 205 Skellow Road, Skellow, Doncaster, DN6 8HP",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 29,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Southey Hill Dental Practice, 30 Southey Hill, Sheffield, Sheffield, S5 8BE",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 3,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Broadfield Dental Practice, 6 Broadfield Close, Sheffield, S8 0XN",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 30,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Taptonville House Dental, 1 Taptonville Road, Broomhill, Sheffield, S10 5BQ",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 31,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Thompson and Thomas @ Fairlawns, 621 Middlewood Road, Middlewood, Sheffield, S6 1TT",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 32,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Thompson and Thomas LLP, 76 Langsett Road, Yorkshire, Sheffield, S6 2UB",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 33,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Whitegates Dental group practice, 103 Thorne Rd, Doncaster, DN2 5BE",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 34,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Woodhouse Dental Practice, 15 -17 Chapel Street, Woodhouse , Sheffield, S13 7JL",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 35,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Wright Dental Care Worksop, Lyndholme, Newcastle Avenue, Worksop, S80 2AS",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 36,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Fieldside Dental Practice, 16 Fieldside, Thorne, Doncaster,  DN8 4BQ",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 4,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Castle Dental Practice, 309 City Road, Sheffield, S2 5HJ",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 5,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Chapeltown Dental Care, 97 Loundside, Chapeltown, Sheffield, S35 2US",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 8,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Dental 22, Chapelgate, Retford, DN22 6PL",,,Area 3 South Yorkshire 
X,Yorkshire and the Humber - South Yorkshire - DFT - Sep - 9,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - South Yorkshire,-,,0,"Dinnington Dental Practice, New Street, Dinnington, Sheffield, S25 2EX",,,"Area 3 South Yorkshire ,Sheffield "
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 1,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"17 Hick Lane, Batley,  WF17 5TD",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 10,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Eclipse Dental Care, 27 Branch Road, Batley, WF17 5SB",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 11,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Garforth Dental, 35B Main Street, Garforth, Leeds, LS25 1DS",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 12,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Horsforth Smile Clinic, 2 Town Street, Horsforth, Leeds, LS18 4RJ",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 13,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Avondale Dental Practice, 54, Bradford Road, Shipley, BD18 3NT",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 14,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Market Dental Care, Barnsley Road, South Elmsall, WF9 2SE",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 15,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Milne Spencer and Harris Dental Practice, King's Medical Centre, King Edward Street, Normanton, Wakefield, WF6 2AZ",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 16,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Montreal Dental Care, 8 Montreal Avenue, Chapel Allerton, Leeds, LS7 4LF",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 17,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Moorside Dental Practice, 1 Forest Grove, Halifax, HX28AU",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 18,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Wood Dental, 98 Huddersfield Road, Mirfield, WF14 8AF",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 19,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Peter Jones & Associates, Mannington, 134 Southgate,  Pontefract, WF8 1QT",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 2,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,Armstrong and Haire Ltd,,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 20,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Paul Ellul, Manor Square Dental Practice, 10 Manor Square, Otley, LS21 3AP",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 21,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Rayner Dental Practice, 101 St Enochs Road, Bradford, West Yorkshire,   BD6 3AD",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 22,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Roydhouse Dental Practice Ltd, 99 East Street, Lindley, Huddersfield, HD33NF",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 23,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Stable Court Dental Surgery, Victoria Court, 91 Huddersfield Road, Holmfirth, HD9 3JA",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 24,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Horbury Dental Care and Implant Centre, Horbury Dental Care and Implant Centre, Vincent House, Queen Street, Horbury, Wakefield, WF4 6LP",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 3,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Bupa Dental Care Ltd, 19 Cemetery Road, Heckmondwike, WF16 9QS",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 4,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"BUPA DENTAL CARE, 8 THE GREEN , GUISELEY, LEEDS, LS20 9BT",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 5,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Chris Anderson Dental Surgeon Ltd, Rastrick Dental Surgery, 10 Church Street, Rastrick, Brighouse, HD6 3NF",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 6,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Walrus Dental Care, 31 Highroad Well Lane, Halifax, West Yorkshire, Halifax, HX2 0LY",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 7,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Deu Dental Care, 10 Otley Road, Headingley, Leeds, LS6 2AD",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 8,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Street Lane Dental Centre, 457 Street Lane, Moortown, Leeds, LS17 6HQ",,,Area 2 West Yorkshire 
X,Yorkshire and the Humber - West Yorkshire - DFT - Sep - 9,01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,Health Education England Yorkshire and the Humber - West Yorkshire,-,,0,"Eccleshill Dental, 9 Institute Road, Eccleshill, Bradford, BD22HY",,,Area 2 West Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 1",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"543 DENTAL CENTRE LIMITED, 543 DENTAL CENTRE, 543 ANLABY ROAD, HULL, HU3 6HP",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 10",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Falsgrave Dental surgery, 21 Falsgrave Road, SCARBOROUGH, Scarborough, YO12 5EA",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 11",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Hopkins and Poyner Dental surgery, 29 High Petergate, York,  YO1 7HP",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 12",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Temple Practice, 375-377 Harrogate Road, Moortown, Leeds, LS17 6DW",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 13",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Jennyfields Dental Practice, Jennyfields Health Centre, Grantley Drive, Harrogate, HG3 2XT",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 14",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Lion House Dental Practice, 6 Pottergate, Richmond, North Yorkshire,  DL104AB",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 15",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Mount Parade Dental Surgery, 14 Mount Parade, Harrogate, North Yorkshire, HG1 1BX",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 16",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"My Dentist Hessle Grange, 1 Southgate, Hessle, Hull,  HU13 0RB",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 17",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"My Dentist, 1133  Hessle Road,  Hull, HU4 6SB",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 18",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Alpha Dental Studio, Mawson House, Bedale, DL8 1AW",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 19",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"North Park Dental Practice, 3 North Park Road, Harrogate, HG1 5PD",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 2",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"ALPHA DENTAL CATTERICK GARRISON, 16B HILDYARD ROW,  CATTERICK GARRISON, DL94DH",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 20",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Pickering Dental Health Practice, Hungate, Pickering, YO18 7DL",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 22",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Selby Dental Care, 28 New Lane, Selby, YO8 4QB",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 23",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"70 The Village, Haxby, York, YO32 2HX",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 24",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Peasholme Dental Practice, 43 Northstead Manor Drive, Scarborough,  YO12 6AF",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 3",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Alpha Dental Studio, 119 High St, Great Ayton, Middlesbrough, TS96BW",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 4",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Alpha Dental Studio, Alpha Dental Studio, Brompton Road,  Northallerton, DL6 1DY",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 5",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Archway Dental Practice, 15 High Street,  Stokesley, Middlesbrough, North Yorkshire,  TS9 5AD",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 6",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Telford house, 17 Bridlington street, Hunmanby, YO14 0JR",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 7",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Rachel Adams, Beech House Dental Practice, 2 North Road, Ripon, HG4 1HN",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 8",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Roger James Bromily/Sabar Hussain, Beech House Dental Practice, 2 North Road, Ripon, HG4 1HN",,,Area 1 North Yorkshire 
X,"Yorkshire and the Humber - West, North & East Yorkshire - DFT - Sep - 9",01/09/2021 00:00,12,DFT,Health Education England Yorkshire and the Humber,"Health Education England Yorkshire and the Humber - West, North & East Yorkshire",-,,0,"Exchange Street Practice, 25 Exchange Street, Driffield, YO25 6LJ",,,Area 1 North Yorkshire 
