Current Assigned Rank,Preference,Start Date,Duration,Grade,Region,Sub-Region,Area(Sector),Dual Training Programme,Places Available,Description,Programme Name,Programme Number,Tags
X,"Kent, Surrey and Sussex - Kent - DFT - Sep - 2",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Kent",-,,0,"Franklin House Dental Practice, 15 Franklin Road, Gillingham, ME7 4DF",,,KSS
X,"Kent, Surrey and Sussex - Kent - DFT - Sep - 3",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Kent",-,,0,"Lavender Close Dental Practice, 1 Lavender Close, King George Road, Chatham, ME5 0PU",,,KSS
X,"Kent, Surrey and Sussex - Kent - DFT - Sep - 4",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Kent",-,,0,"Nelson Road Dental Practice, 193 Nelson Road, Gillingham, ME7 4NB",,,KSS
X,"Kent, Surrey and Sussex - Kent - DFT - Sep - 5",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Kent",-,,0,Watling Street Dental Care 56 Watling Street Gillingham Kent,,,KSS
X,"Kent, Surrey and Sussex - Kent - DFT - Sep - 6",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Kent",-,,0,"Chopra & Associates, Sutton House, 5 London Road, Sittingbourne, ME10 1NQ",,,KSS
X,"Kent, Surrey and Sussex - Kent - DFT - Sep - 7",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Kent",-,,0,"Bute House Dental Surgery, 30 Victoria Road, Deal, CT14 7BH",,,KSS
X,"Kent, Surrey and Sussex - Kent - DFT - Sep - 8",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Kent",-,,0,"Luton Arches Dental, 425 High Street, Chatham, ME4 4NU",,,KSS
X,"Kent, Surrey and Sussex - Kent - DFT - Sep - 9",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Kent",-,,0,"A1 Dental, 52 London Road,canterbury, CT28LF",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 19",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"Gatehouse Dental Practice, 128 Station Road, Addlestone, KT15 2BQ",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 20",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"Bewbush Dental Surgery, 3 Goodwin Close, Bewbush, Crawley, RH11 8XU",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 21",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"Middle Gordon Road Practice, 46 Middle Gordon Road, Camberley, GU15 2HT",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 22",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"Crabtree Dental Practice, 25 Crabtree Road, Crawley, RH11 7HL",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 23",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"Crabtree Dental Practice, 25 Crabtree Road, Crawley, RH11 7HL",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 24",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"The Corner House Dental Practice, 5 The Causeway, Horsham, RH12 1HE",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 25",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"Brightsmile Dental Care, 19 Shelvers Hill	, Tadworth, KT20 5PU",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 26",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"Caterham Dental Care, 23 Essendene Road, Caterham, CR3 5PB",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 27",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"This post will be split across practice and community Practice details: Special Care Dental Service Haywards Heath Health Centre, Heath Road, RH16 3BB",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 28",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"Fairlands Dental Centre, Fairlands Avenue, Guildford, GU3 3NA",,,KSS
X,"Kent, Surrey and Sussex - Surrey - DFT - Sep - 29",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Surrey",-,,0,"Bourne Hall Dental Practice, 1st Floor, Bourne Hall Dental Centre, Chessington Road, Ewell, KT17 1TG",,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 30",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,Dentalessence 69 Station Road Burgess Hill RH15 9DY,,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 31",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,37 Wilton Road Bexhill on Sea,,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 32",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,"This post will be split across practice and community. Practice Details: North Challey Dental Care, The Surgery station road, Lewes, BN84HD",,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 33",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,"North Challey Dental Care, The Surgery station road, Lewes, BN84HD",,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 34",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,Harrow Lane Dental Practice204 Harrow LaneSt. Leonard's-on-SeaTN37 7JZ,,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 35",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,"Battle Road Dental Practice120 Battle Road	St. Leonard's-on-SeaTN37 7AN",,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 36",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,"Eastbourne Dental Clinic2, Terminus Building, Upperton Road	EastbourneBN21 1BA",,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 37",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,"Toad Hall Dental Surgery	1 Upper Glen Road	St. Leonard's-on-Sea TN37 7AX",,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 38",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,Billingshurst Dental Practice 114 High Street Billingshurst RH14 9QS,,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 39",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,Quality Dental Care 56 Mill Road Worthing BN11 5DT,,,KSS
X,"Kent, Surrey and Sussex - Sussex - DFT - Sep - 40",01/09/2021 00:00,12,DFT,"Health Education England Kent, Surrey and Sussex","Health Education England Kent, Surrey and Sussex - Sussex",-,,0,Southwater Dental PracticeStation Road HorshamRH13 9HQ,,,KSS
