Current Assigned Rank,Preference,Start Date,Duration,Grade,Region,Sub-Region,Area(Sector),Dual Training Programme,Places Available,Description,Programme Name,Programme Number,Tags
X,East of England - Bedford and Luton (ELFT) - DFT - Sep - 7,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Bedford and Luton (ELFT),-,,0,"Jeremy Norris, Elaine Parsons:  St Kildas Dental Practice: Tring, Hertfordshire. https://heeoe.hee.nhs.uk/node/8350",,,
X,East of England - Bedford and Luton (ELFT) - DFT - Sep - 8,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Bedford and Luton (ELFT),-,,0,"Preeya Sakerchand, Nilesh Sakerchand & Steven Tran:  West Street Dental Practice: Leighton Buzzard, Bedfordshire. https://heeoe.hee.nhs.uk/node/8355",,,
X,East of England - Bedford and Luton (ELFT) - DFT - Sep - 9,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Bedford and Luton (ELFT),-,,0,"Nilesh Sakerchand, Preeya Sakerchand & Steven Tran:  West Street Dental Practice: Leighton Buzzard, Bedfordshire. https://heeoe.hee.nhs.uk/node/8354",,,
X,East of England - Cambridgeshire - DFT - Sep - 14,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Amiras Chokshi, Mohnisha Jawaheer:  Littleport Dental Surgery: Harlow, Essex. https://heeoe.hee.nhs.uk/node/8360",,,
X,East of England - Cambridgeshire - DFT - Sep - 15,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Bhasker Mehta, Dr Rajan Mehta:  Lister House Dental Centre: . https://heeoe.hee.nhs.uk/node/8365",,,
X,East of England - Cambridgeshire - DFT - Sep - 16,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Dipali Chokshi, Marzena Setkowska Gross:  March Dental Surgery: March, Cambridgeshire. https://heeoe.hee.nhs.uk/node/8361",,,
X,East of England - Cambridgeshire - DFT - Sep - 18,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Gurpram Lidder, :  Queensbury Dental Practice: Dunstable, Bedfordshire. https://heeoe.hee.nhs.uk/node/8364",,,
X,East of England - Cambridgeshire - DFT - Sep - 19,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Kiran Jutla, Rahendra & Saroshen Naidoo:  De-ientes Bedford and  De-ientes Clapham : Bedford, Bedfordshire and Clapham, Bedfordshire. https://heeoe.hee.nhs.uk/node/8366",,,
X,East of England - Cambridgeshire - DFT - Sep - 20,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Martin  Whelan, Dr Michael Taylor:  Greenleaves Dental Practice: Potters Bar, Hertfordshire. https://heeoe.hee.nhs.uk/node/8371",,,
X,East of England - Cambridgeshire - DFT - Sep - 21,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Paul Sanders, Natalie Grigg & Rishi Patel:  Melbourn Dental Practice: Melbourn, Cambridgeshire. https://heeoe.hee.nhs.uk/node/8369",,,
X,East of England - Cambridgeshire - DFT - Sep - 22,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Preeti Bose, Raj Wadhwani:  Antwerp House Dental Practice: Cambridge, Cambridgeshire. https://heeoe.hee.nhs.uk/node/8359",,,
X,East of England - Cambridgeshire - DFT - Sep - 23,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Robert Horseman, :  Mydentist AOHC: St Ives, Cambridgeshire. https://heeoe.hee.nhs.uk/node/8363",,,
X,East of England - Cambridgeshire - DFT - Sep - 24,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Thomas Norfolk, Chloe Richardson & Salman Sheikh:  St Mary's Dental Practice: Ely, Cambridgshire . https://heeoe.hee.nhs.uk/node/8367",,,
X,East of England - Cambridgeshire - DFT - Sep - 25,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Salman Sheikh, Thomas Norfolk & Chloe Richardson:  St Mary's Dental Practice: Ely, Cambridgshire . https://heeoe.hee.nhs.uk/node/8440",,,
X,East of England - Cambridgeshire - DFT - Sep - 26,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Pritesh Vithlani, :  Church Road Dental: Welwyn Garden City, Hertfordshire. https://heeoe.hee.nhs.uk/node/8370",,,
X,East of England - Cambridgeshire - DFT - Sep - 27,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Cambridgeshire,-,,0,"Tolulope Abi Ogunyemi, :  Newmarket Road Dentistry: Cambridge, Cambridgeshire. https://heeoe.hee.nhs.uk/node/8368",,,
X,East of England - Essex - DFT - Sep - 43,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Arif Jiwa, Michael Taylor:  Broxbourne Dental Practice: Broxbourne, Hertfordshire. https://heeoe.hee.nhs.uk/node/8418",,,
X,East of England - Essex - DFT - Sep - 44,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Bhupesh patel, Promodh Datta & Omar Munshi:  Grays Dental Centre: Grays, Essex. https://heeoe.hee.nhs.uk/node/8387",,,
X,East of England - Essex - DFT - Sep - 46,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Hardik Patel, Satin Patel & Joshua Meakin:  Valley Dental Practice: Buckhurst HIll, Essex. https://heeoe.hee.nhs.uk/node/8394",,,
X,East of England - Essex - DFT - Sep - 47,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Olayinka Awolesi, :  Hatfield Peveril Dental Surgery: Hatfield Peverel, Chelmsford, Essex. https://heeoe.hee.nhs.uk/node/8384",,,
X,East of England - Essex - DFT - Sep - 48,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Stephen  Denny, Ben Marion:  The Benfleet Dental Clinic & Benfleet Dental Studio: Benfleet, Essex. https://heeoe.hee.nhs.uk/node/8388",,,
X,East of England - Essex - DFT - Sep - 49,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Tara Barry, Daniel Caldwell:  The Benfleet Dental Clinic & Benfleet Dental Studio: Benfleet, Essex. https://heeoe.hee.nhs.uk/node/8385",,,
X,East of England - Essex - DFT - Sep - 50,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Urvi Shah, :  Hoddesdon Dental Surgery: Hoddesdon, Hertfordshire. https://heeoe.hee.nhs.uk/node/8396",,,
X,East of England - Essex - DFT - Sep - 51,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Amit T Patel , :  Brickfields Dental Care: Woodham Ferrers, Essex. https://heeoe.hee.nhs.uk/node/8393",,,
X,East of England - Essex - DFT - Sep - 52,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Sanjay Sareen, Sunny  Sareen:  Smile Dental Centre: Basildon, Essex. https://heeoe.hee.nhs.uk/node/8395",,,
X,East of England - Essex - DFT - Sep - 53,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Amit Patel, Mehryar Marjani:  Heybridge Dental Practice: Heybridge, Nr. Maldon, Essex. https://heeoe.hee.nhs.uk/node/8392",,,
X,East of England - Essex - DFT - Sep - 54,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Mital Patel, Frederick Fernando:  The Walden Dental Clinic: Saffron Walden, Essex. https://heeoe.hee.nhs.uk/node/8389",,,
X,East of England - Essex - DFT - Sep - 55,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Neal Mehta, Dr Dennis (Dionysis) Gantzias:  Lister House Dental Centre: Harlow, Essex. https://heeoe.hee.nhs.uk/node/8390",,,
X,East of England - Essex - DFT - Sep - 56,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Jacqueline Jameson-Savill, Mehreen Hussain:  Corringham Dental Practice: Corringham, Essex. https://heeoe.hee.nhs.uk/node/8391",,,
X,East of England - Essex - DFT - Sep - 57,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Agnieszka  Marcinkowska-Lagosz, :  Great Horkesley Dental Studio: Great Horkesley, Colchester, Essex. https://heeoe.hee.nhs.uk/node/8432",,,
X,East of England - Essex - DFT - Sep - 72,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Anup Ladva, :  Braintree Dental Studio: Braintree, Essex. https://heeoe.hee.nhs.uk/node/8420",,,
X,East of England - Essex - DFT - Sep - 73,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Brad Hawkins, Leanne Onslow:  Homewood Dental Practice: Brentwood, Essex. https://heeoe.hee.nhs.uk/node/8416",,,
X,East of England - Essex - DFT - Sep - 74,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Leanne Onslow, Brad Hawkins:  Homewood Dental Practice: Brentwood, Essex. https://heeoe.hee.nhs.uk/node/8415",,,
X,East of England - Essex - DFT - Sep - 75,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Chrisoula  Nicolopoulos, Sean Barlow:  Broxbourne Dental Care: Broxbourne, Hertfordshire. https://heeoe.hee.nhs.uk/node/8424",,,
X,East of England - Essex - DFT - Sep - 76,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Hayden Dixon, Nick Barker:  Bromley Road Dental Surgery: Colchester, Essex. https://heeoe.hee.nhs.uk/node/8411",,,
X,East of England - Essex - DFT - Sep - 77,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Nick Barker, Hayden Dixon:  Bromley Road Dental Surgery: Colchester, Essex. https://heeoe.hee.nhs.uk/node/8410",,,
X,East of England - Essex - DFT - Sep - 78,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Jin Vaghela, Ali Chohan& Fahad Sheikh:  Cobbins Brook Smile Clinic: Waltham Abbey, Essex. https://heeoe.hee.nhs.uk/node/8414",,,
X,East of England - Essex - DFT - Sep - 79,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Mohammed Ali Chohan, Jinesh Vaghela & Fahad Sheikh:  Cobbins Brook Smile Clinic: Waltham Abbey, Essex. https://heeoe.hee.nhs.uk/node/8413",,,
X,East of England - Essex - DFT - Sep - 80,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Neil Kotecha, :  Cassio Road Dental Practice: Watford, Hertfordshire. https://heeoe.hee.nhs.uk/node/8419",,,
X,East of England - Essex - DFT - Sep - 81,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Kavi Ravaliya, Sachin Sedani:  North Hill Dental: Colchester, Essex. https://heeoe.hee.nhs.uk/node/8421",,,
X,East of England - Essex - DFT - Sep - 82,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Sachin  Sedani, :  North Hill Dental Layer Road : Colchester, Essex. https://heeoe.hee.nhs.uk/node/8426",,,
X,East of England - Essex - DFT - Sep - 83,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Anureet Kaur Gill, :  Thames Dental Surgery: Leigh-On-Sea, Essex. https://heeoe.hee.nhs.uk/node/8417",,,
X,East of England - Essex - DFT - Sep - 84,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Sean Chiang, Arreni Somasegaran:  Broadway Dental Practice: Debden, Loughton, Essex. https://heeoe.hee.nhs.uk/node/8412",,,
X,East of England - Essex - DFT - Sep - 85,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Essex,-,,0,"Shilpi  Rattan, Mayur Bhagalia:  Bushey Dental Surgery: Bushey, Watford, Hertfordshire. https://heeoe.hee.nhs.uk/node/8422",,,
X,East of England - Hertfordshire - DFT - Sep - 28,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Amir Patel, :  Chells Dental Practice: Stevenage, Hertfordshire. https://heeoe.hee.nhs.uk/node/8376",,,
X,East of England - Hertfordshire - DFT - Sep - 29,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Lydia Chao, Glen Taylor:  Dental Care Centre and Liverpool Road Clinic: Bedford and Luton, Bedfordshire. https://heeoe.hee.nhs.uk/node/8380",,,
X,East of England - Hertfordshire - DFT - Sep - 31,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Minesh Patel, Rajan Prabhakar:  Chrysalis Dental Practice: Bedford, Bedfordshire and Watford, Hertfordshire. https://heeoe.hee.nhs.uk/node/8378",,,
X,East of England - Hertfordshire - DFT - Sep - 34,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Aamir Vaghela, :  Bricketwood Practice: Bricketwood, Nr. Watford, Hertfordshire. https://heeoe.hee.nhs.uk/node/8427",,,
X,East of England - Hertfordshire - DFT - Sep - 35,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Sonal Patel, :  Broadwater Dental Practice: Stevenage, Hertfordshire. https://heeoe.hee.nhs.uk/node/8379",,,
X,East of England - Hertfordshire - DFT - Sep - 36,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Jashan Jethwa, :  Village Dental Practice: Stevenage, Hertfordshire. https://heeoe.hee.nhs.uk/node/8374",,,
X,East of England - Hertfordshire - DFT - Sep - 37,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Johanna Whelan, :  Stanstead Abbotts Dental Practice: Stanstead Abbotts Dental Practice. https://heeoe.hee.nhs.uk/node/8382",,,
X,East of England - Hertfordshire - DFT - Sep - 38,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Hardeep  Matharu, :  Maple Dental Clinic: Luton, Bedfordshire. https://heeoe.hee.nhs.uk/node/8375",,,
X,East of England - Hertfordshire - DFT - Sep - 39,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Marlise De Vos, :  The Gables Dental Practice: Cambridge, Cambridgeshire. https://heeoe.hee.nhs.uk/node/8373",,,
X,East of England - Hertfordshire - DFT - Sep - 40,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Pooja Gehani, Lomas Patel:  Cranfield Dental Care: Hitchin, Hertfordshire. https://heeoe.hee.nhs.uk/node/8430",,,
X,East of England - Hertfordshire - DFT - Sep - 41,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Kiranjit Devitt, :  No 1 High Street Dental Practice: Hitchin, Hertfordshire. https://heeoe.hee.nhs.uk/node/8431",,,
X,East of England - Hertfordshire - DFT - Sep - 42,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Hertfordshire,-,,0,"Filip  Zigic, :  Bupa Dental Care Bishop's Stortford: Bishop's Stortford, Hertfordshire. https://heeoe.hee.nhs.uk/node/8383",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 58,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Adam  Smith, Biran Shah:  John G Plummer & Associates: New Costessey and Thorpe St. Andrew, Norwich, Norfolk. https://heeoe.hee.nhs.uk/node/8409",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 59,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Andrew Bell, :  JG Plummers & Associates : Bradwell & Gorleston (Great Yarmouth), Norfolk. https://heeoe.hee.nhs.uk/node/8398",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 60,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Aseel  Salman, :  Clarence House Dental Care: Watton, Norfolk. https://heeoe.hee.nhs.uk/node/8408",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 61,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Ashley Pettit, :  Capel Dental Ltd: Ipswich, Suffolk. https://heeoe.hee.nhs.uk/node/8407",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 62,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Carla Martins, Ifaniyi Oshiga:  Beechcroft Dental Practice: Norwich, Norfolk. https://heeoe.hee.nhs.uk/node/8406",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 63,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Ifaniyi Oshiga, Carla Martins:  Beechcroft Dental Practice: Norwich, Norfolk. https://heeoe.hee.nhs.uk/node/8425",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 64,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Denver Fester, Ben Warminger:  John G. Plummer & Associates Dental Surgeons: Thorpe St. Andrew and New Costessy, Norwich, Norfolk. https://heeoe.hee.nhs.uk/node/8400",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 65,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Ganga Allen, Kate Shackleton:  Community Dental Services: Bury St Edmunds, Suffolk. https://heeoe.hee.nhs.uk/node/8397",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 66,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Jillian  Geaney, Kate Pearce:  Wedgwood House Dental Practice: Stowmarket, Suffolk. https://heeoe.hee.nhs.uk/node/8401",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 67,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Kate Pearce, Jillian Geaney:  Wedgwood House Dental Practice: Stowmarket, Suffolk. https://heeoe.hee.nhs.uk/node/8403",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 68,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Arman  Maqbool, :  Manningtree Dental Practice: Manningtree, Essex. https://heeoe.hee.nhs.uk/node/8404",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 69,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Daniel  Evans, Joshua Davies :  Hooker House Dental Practice : Halesworth, Suffolk. https://heeoe.hee.nhs.uk/node/8399",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 70,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Cheerag Raval, :  Tavern Street Dental Practice: . https://heeoe.hee.nhs.uk/node/8428",,,
X,East of England - Norfolk and Suffolk - DFT - Sep - 71,01/09/2021 00:00,12,DFT,Health Education England East of England,Health Education England East of England - Norfolk and Suffolk,-,,0,"Samuel  Ssenyonga, :  Corton Road Dental Surgery: Lowestoft, Suffolk. https://heeoe.hee.nhs.uk/node/8429",,,
