Current Assigned Rank,Preference,Start Date,Duration,Grade,Region,Sub-Region,Area(Sector),Dual Training Programme,Places Available,Description,Programme Name,Programme Number,Tags
X,South West - Severn - DFT - Sep - 54,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Millennium Dental Care, 130 Montreal Avenue, Horfield, Bristol",,,Bristol
X,South West - Severn - DFT - Sep - 66,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Padstow Dental Practice, 18 Riverside, Padstow, Cornwall",,,Cornwall
X,South West - Severn - DFT - Sep - 67,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Gentle Dental, 55 Henver Road, Newquay, Cornwall",,,Cornwall
X,South West - Severn - DFT - Sep - 68,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Truro Dental Health, 46 Lemon Street, Truro, Cornwall",,,Cornwall
X,South West - Severn - DFT - Sep - 72,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"The Treatment Centre, 1st Floor Tinners Court Back Quay, Truro, Cornwall",,,Cornwall
X,South West - Severn - DFT - Sep - 73,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"St Agnes Dental Practice, York House, 9 British Road, St Agnes, Cornwall",,,Cornwall
X,South West - Severn - DFT - Sep - 28,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Mr Mark Stewart & Mr Anthony Ihimekpen, Dunedin Dental Clinic, Unit 1A Silverdown Office Park, Exeter, Devon",,,Devon
X,South West - Severn - DFT - Sep - 29,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Avenue Dental Surgery, 156 Avenue Road, Torqauy, Devon",,,Devon
X,South West - Severn - DFT - Sep - 30,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Queen Annes Dental Practice, High Street, Bideford, Devon",,,Devon
X,South West - Severn - DFT - Sep - 31,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Irish and King Dental Practice, 95 Pinhoe Road, Exeter, Devon",,,Devon
X,South West - Severn - DFT - Sep - 33,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Chulmleigh Dental Practice Ltd, South Molton Street, Chulmleigh,",,,Devon
X,South West - Severn - DFT - Sep - 34,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Riverside Dental Practice, Butts Path, Braunton, Devon",,,Devon
X,South West - Severn - DFT - Sep - 35,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Matford Dental Clinic, 1A The Venture Centre, Yeoford Way, Marsh Barton Business Centre, Exeter",,,Devon
X,South West - Severn - DFT - Sep - 36,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Salisbury Villa Dental Surgery, 1 Salisbury Terrace, Teignmouth, Devon",,,Devon
X,South West - Severn - DFT - Sep - 37,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Apollonia House Dental Practice, Elysian Field Vicarage Road, Sidmouth, Devon",,,Devon
X,South West - Severn - DFT - Sep - 38,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"1A The Venture Centre, Yeoford Way, Exeter, Devon",,,Devon
X,South West - Severn - DFT - Sep - 39,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Fairfield House Dental Surgery, 10 Salterton Road, Exmouth, Devon",,,Devon
X,South West - Severn - DFT - Sep - 49,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Mr Chris Simmons, Dunedin Dental Clinic, Unit 1A Silverdown Office Park, Exeter, Devon",,,Devon
X,South West - Severn - DFT - Sep - 53,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"The Old Dispensary Dental Practice, 23 Queen Street, Dawlish, Devon",,,Devon
X,South West - Severn - DFT - Sep - 56,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Castle View Dental Practice, 9 Park Hill, Tiverton, Devon",,,Devon
X,South West - Severn - DFT - Sep - 61,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Mr Tim Hodges, Axminster Dental Practice, Weycroft Avenue, Axminster, Devon",,,Devon
X,South West - Severn - DFT - Sep - 62,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Mr Justin Nuttall, Axminster Dental Practice, Weycroft Avenue, Axminster, Devon",,,Devon
X,South West - Severn - DFT - Sep - 69,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Fauchard House, 53 North Hill, Plymouth, Devon",,,Devon
X,South West - Severn - DFT - Sep - 70,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Nuvo Dental and Implant Centre, Unit 23 Wolseley Business Park Wolseley Close, Plymouth, Devon",,,Devon
X,South West - Severn - DFT - Sep - 71,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Central Park Dental Practice Ltd, 15 Milehouse Road, Plymouth,",,,Devon
X,South West - Severn - DFT - Sep - 40,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"East Street Dental Practice, 27 East Street, Blandford, Dorset",,,Dorset
X,South West - Severn - DFT - Sep - 42,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Dental Centre Bournmouth, 11 The Triangle, Bournemouth, Dorset",,,Dorset
X,South West - Severn - DFT - Sep - 44,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Dr Jessica Scott, Wessex House Dental Practice, Westbury, Sherborne, Dorset",,,Dorset
X,South West - Severn - DFT - Sep - 45,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Wareham Dental Practice, 16 West Street, Wareham, Dorset",,,Dorset
X,South West - Severn - DFT - Sep - 48,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Fortuneswell Dental Practice, 84 Fortuneswell, Portland, Dorset",,,Dorset
X,South West - Severn - DFT - Sep - 5,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Mr Paul Woodhouse & Miss Danielle Jones, Wessex House Dental Practice, Westbury, Sherborne, Dorset",,,Dorset
X,South West - Severn - DFT - Sep - 50,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Bupa Dental Care, 1a Madeira Road, Poole, Dorset",,,Dorset
X,South West - Severn - DFT - Sep - 55,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Corfe Mullen Dental Practice, 186 Wareham Road, Corfe Mullen, Wimborne",,,Dorset
X,South West - Severn - Cheltenham/Gloucester - DFT - Sep - 16,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Cheltenham/Gloucester,,0,"Bupa Dental, 208 Painswick Road, Gloucester, Gloucestershire",,,Gloucester
X,South West - Severn - Cheltenham/Gloucester - DFT - Sep - 18,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Cheltenham/Gloucester,,0,"The Rodney Dental Practice, 31 Rodney Road, Cheltenham, Gloucester",,,Gloucester
X,South West - Severn - Cheltenham/Gloucester - DFT - Sep - 20,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Cheltenham/Gloucester,,0,"Nelson Street Dental Practice, 17 Nelson Street, Stroud, Gloucester",,,Gloucester
X,South West - Severn - Cheltenham/Gloucester - DFT - Sep - 21,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Cheltenham/Gloucester,,0,"Oriel Villa Dental Surgery, 1 Oriel Villas Orial Road, Cheltenham, Gloucester",,,Gloucester
X,South West - Severn - Cheltenham/Gloucester - DFT - Sep - 24,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Cheltenham/Gloucester,,0,"Bupa Dental Care Dursley, 40 Parsonage Street, Dursley, Gloucestershire",,,Gloucester
X,South West - Severn - Cheltenham/Gloucester - DFT - Sep - 25,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Cheltenham/Gloucester,,0,"Quedgeley House Dental Practice, 39 42 Space Park Olympus Way, Quedgeley, Gloucestershire",,,Gloucester
X,South West - Severn - Taunton - DFT - Sep - 64,01/09/2021 00:00,24,DFT,Health Education England South West,Health Education England South West - Peninsula,Taunton,,0,"Parkfield Dental Surgery, 13 Parkfield Road, Taunton, Somerset.",,,"Longitudinal,Somerset  "
X,South West - Severn - Somerset - DFT - Sep - 6,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Grendon Lodge Dental Practice, 22 St Johns Road, Clevedon, North Somerset",,,North Somerset
X,South West - Severn - Somerset - DFT - Sep - 10,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Mr Vinay Shah, Cheddar Dental Practice, Holmleigh The Barrows, Cheddar, Somerset",,,Somerset  
X,South West - Severn - Somerset - DFT - Sep - 11,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Mrs Jennifer Albiston, Church Street Dental Centre, 7A Church Street, Wincanton, Somerset",,,Somerset  
X,South West - Severn - Somerset - DFT - Sep - 13,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Mr Simon Albiston, Church Street Dental Centre, 7A Church Street, Wincanton, Somerset",,,Somerset  
X,South West - Severn - Somerset - DFT - Sep - 57,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"North Petherton Dental Practice, 46 Fore Street, North Petherton, Somerset",,,Somerset  
X,South West - Severn - Somerset - DFT - Sep - 58,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Houston Group, 162 Milton Road, Weston Super Mare, North Somerset,",,,Somerset  
X,South West - Severn - Somerset - DFT - Sep - 59,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Parkfield Dental, Berrow Health Campus Brent Road, Burnham on Sea, Somerset",,,Somerset  
X,South West - Severn - Somerset - DFT - Sep - 60,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Quantock View Dental Centre, Bridgewater Road, North Petherton, Somerset",,,Somerset  
X,South West - Severn - Somerset - DFT - Sep - 63,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Exmoor Dental Centre, 7 Bancks Street, Minehead, Somerset",,,Somerset  
X,South West - Severn - Somerset - DFT - Sep - 65,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Dulverton Dental Practice, Oldberry House Fishers Mead, Dulverton, Somerset",,,Somerset  
X,South West - Severn - Somerset - DFT - Sep - 7,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Dr Amy Considine, Alliance Dental Care, 164 166 Milton Road, Weston Super Mare, Somerset",,,Somerset  
X,South West - Severn - Somerset - DFT - Sep - 9,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Somerset,,0,"Mrs Lucy Parke, Cheddar Dental Practice, Holmleigh, The Barrows, Somerset",,,Somerset  
X,South West - Severn - Swindon - DFT - Sep - 4,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,Swindon,,0,"Wichelstowe Dental Care, Staldon Court, East Wichel, Swindon, Wiltshire",,,Swindon  
X,South West - Severn - DFT - Sep - 12,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Hathaway Dental Practice, 1st Floor Hathaway Medical Centre, Middlefield Road, Chippenham",,,Wiltshire
X,South West - Severn - DFT - Sep - 41,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Mr Alastair Hetherington, Savernake Forest Dental Practice, Salisbury Road, Marlborogh, Wiltshire",,,Wiltshire
X,South West - Severn - DFT - Sep - 43,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Mrs Judith Denning & Mr Karan Ghataaura, Savernake Forest Dental Prcatice, 1 Hertford Road, Marlborough, Wiltshire",,,Wiltshire
X,South West - Severn - DFT - Sep - 46,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Bupa Dental Care Warminster, 1 Station Road, Warminster, Wiltshire",,,Wiltshire
X,South West - Severn - DFT - Sep - 47,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Sarum Dental Practice, 208 Castle Street, Salisbury, Wiltshire",,,Wiltshire
X,South West - Severn - DFT - Sep - 51,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Hathaway Dental Practice, 2nd Floor Hathaway Medical Centre, Middlefield Road, Chippenham",,,Wiltshire
X,South West - Severn - DFT - Sep - 52,01/09/2021 00:00,12,DFT,Health Education England South West,Health Education England South West - Severn,-,,0,"Abbey Meads Dental Practice, Elstree Way, Swindon, Wiltshire",,,Wiltshire
